PROJECT ID,ORIGINAL SUBMISSION DATE,PROJECT NAME,WORKSPACE,PROJECT GROUP,AWARDED,BRAND,PRODUCT,AGENCY,CAMPAIGN,VENDOR,PHASE,SUBMISSION,BID NAME,BIDFILE TYPE,BID TOTAL,BID TYPE,AVERAGE BID,DIVERSITY:: WOMAN DIRECTOR,DIVERSITY:: MIINORITY DIRECTOR,DIVERSITY:: WOMAN EDITOR,DIVERSITY:: MIINORITY EDITOR,DIVERSITY:: WOMAN OWNED,DIVERSITY:: MINORITY OWNED,SPEND:: ANIMATION,SPEND:: ART DEPARTMENT LABOR,SPEND:: ART DEPARTMENT MATERIALS,SPEND:: AUDIO POST,SPEND:: BEHIND THE SCENES,SPEND:: CATERING / CRAFT SERVICE,SPEND:: COLOR GRADING,SPEND:: COVID LABOR,SPEND:: CUSTOM,SPEND:: DESIGN,SPEND:: DIRECTOR/ CREATIVE FEES,SPEND:: DO NOT USE,SPEND:: EDITORIAL GRAPHICS,SPEND:: EDITORIAL LABOR,SPEND:: EDITORIAL MISC,SPEND:: EDITORIAL OFFLINE,SPEND:: EDITORIAL PREP,SPEND:: EQUIPMENT COSTS,SPEND:: EXPENDABLES,SPEND:: FILM STOCK & DIGITAL MEDIA,SPEND:: FINISHING,SPEND:: FOREIGN PRODUCTION SERVICES,SPEND:: HAIR & MAKEUP,SPEND:: INTERACTIVE,SPEND:: LOCATION & TRAVEL EXPENSES,SPEND:: MEALS,SPEND:: MISCELLANEOUS,SPEND:: MUSIC,SPEND:: OTHER LABOR,SPEND:: PHOTO RETOUCHING,SPEND:: PRE-PRODUCTION EXPENSES,SPEND:: PRE-PRODUCTION LABOR,SPEND:: PRODUCTION COVID 19 COSTS,SPEND:: PRODUCTION STAFF,SPEND:: PRODUCTION SUSTAINABILITY,"SPEND:: PROPS, WARDROBE, ANIMALS",SPEND:: SHOOTING CREW LABOR,SPEND:: SOCIAL MEDIA,SPEND:: SPECIAL INSURANCE,SPEND:: STILL PHOTOGRAPHER FEES,SPEND:: STILL PHOTOGRAPHY PRODUCTION,SPEND:: STILLS POST PRODUCTION,SPEND:: STUDIO & LOCATIONS COMBINED,SPEND:: STUDIO RENTAL & STAGE EXPENSES,SPEND:: TALENT,SPEND:: TALENT EXPENSES,SPEND:: VFX,SPEND:: WARDROBE,Women Work Pitched,Women Work Awarded,AvgBidPrice LUT.Average Bid Price
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Film & Video Production,Park Pictures Puebla 1 Day,Bid_BudLightSeltzer_Puebla 1Day_Leaf,Original,391843,cost-plus,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Film & Video Production,Park Pictures Puebla 2 Day,Bid_BudLightSeltzer_Puebla 2Day_Leaf,Original,556400,cost-plus,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Film & Video Production,BLS - CDMX - 2x Day - v3,Bid.BLSeltzer.AD.2DAY.v3,Original,413565.025,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,1,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,Tomorrow,Film & Video Production,Tomorrow Production,Tomorrow Production EXPORT,Original,413566,cost-plus,443843.5063,,,,,,,0,0,0,0,0,0,,,23237,0,37000,,,0,0,0,0,0,,0,0,,,0,17940,,202060,0,0,0,0,54473,0,,0,,,,,,,0,,,,0,,0,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Editorial,"Budlight Seltzer ""Open to Flavor"" Offline Only",Bid_11563_3,Original,86455,cost-plus,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Editorial,Bid_11692.4_CabinEdit,,Original,96250,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Editorial,Bid_11692.5_CabinEdit,,Original,78000,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Editorial,WORK Editorial BLS Spring 2023 Bid,BLS_SPRING23_WORK_BID_2,Original,74567.5,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Editorial,WORK Editorial BLS Spring 2023 Bid - 2 DAY SHOOT,BLS_SPRING23_WORK_BID_3_AICP,Original,76067.5,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Editorial,WORK Editorial BLS Spring 2023 Bid - 2 DAY SHOOT - CC,BLS_SPRING23_WORK_BID_4,Original,74967.5,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Editorial,WORK Editorial BLS Spring 2023 Bid - 2 DAY SHOOT - TRAVEL,BLS_SPRING23_WORK_BID_5,Original,80684.25,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,1,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,Final Cut,Editorial,Final Cut Edit,Final Cut Edit EXPORT,Original,90610,cost-plus,82200.21875,,,,,,,0,0,0,0,0,0,,,,0,0,,,60550,10800,20200,4150,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,VFX,Artjail Bidding Package 01,Artjail_5887,Original,231050,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,VFX,Bud Light Seltzer Open to Flavor VFX Bid Package RD 1,,Original,239880,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,VFX,Bud Light Seltzer Open to Flavor VFX Bid Package RD 2,Bud-Light-Seltzer-Open-To-Flavor-VFX-2,Original,224280,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,1,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,PrePost LLC,VFX,Prepost VFX,Prepost VFX EXPORT,Original,224280,cost-plus,229872.5,,,,,,,0,0,0,0,0,0,,,1200,0,0,,,10400,22700,0,0,0,,0,44600,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,108000,,,
180,12/12/2022 17:42,Bud Light Seltzer Spring 2023 Campaign,NAZ,The Martin Agency,0,Bud Light Seltzer,Seltzer,The Martin Agency,Spring Equity Production,,Green Production Costs,BLS - CDMX - 2x Day - v3,GreenBid.BLSeltzer.AD.2DAY.v3,Original,5786.235,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,0,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,,Film & Video Production,RSA Bid Package for NÜTRL,NUTRL - 2 Day ATL BID V2,Original,771360,cost-plus,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,0,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,,Film & Video Production,RSA Bid Package for NÜTRL,NUTRL - Covid BID V2,Original,59267,cost-plus,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,1,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,Internal ABID,Film & Video Production,Pretty Bird Production,Pretty Bird Production EXPORT,Original,710011,cost-plus,513546,,,,,,,0,0,0,0,0,0,,,4500,0,55000,,,0,0,0,0,77050,,8500,0,,,0,47396,,450,0,0,0,0,77560,0,,0,,,,,,,0,,,,0,,0,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,1,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,Arcade Edit,Editorial,Arcade,Book4,Original,109355.9,cost-plus,109355.9,,,,,,,,,,10920,,,,,,,,,,67380,6100,21250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,1,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,Arcade Edit,Editorial,Arcade,Book4,Original,109355.9,cost-plus,109355.9,,,,,,,,,,10920,,,,,,,,,,67380,6100,21250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,0,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,,Editorial,Arcade,ArcadeEdit 11614.1,Original,109355.9,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,1,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,Arcade Edit,Editorial,Arcade Edit,Arcade Edit EXPORT,Original,109355.9,cost-plus,109355.9,,,,,,,0,0,0,12270,0,0,,,,0,0,,,67380,4750,21250,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,0,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,,Finishing,"Nutrl Color, Conform & Final Deliverables",Bid_11614_7,Original,81365,cost-plus,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,0,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,,Finishing,Glove - incidental cost (as needed),BID230130_Nutrl_v2_glove,Original,5600,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,1,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,Arcade Edit,Finishing,Arcade Finish,Arcade Finish EXPORT,Original,81365,cost-plus,56110,,,,,,,0,0,0,3200,0,0,,,,0,0,,,950,0,0,17000,0,,0,54275,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
182,12/15/2022 0:41,Nütrl Spring Equity Campaign,NAZ,The Martin Agency,0,Nütrl,Nütrl,The Martin Agency,Spring Equity Production,,Behind The Scenes (BTS),RSA Bid Package for NÜTRL,NUTRL - BTS BID V2,Original,66097,cost-plus,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,Original Bid,BID_Stella _LA _Original Bid,Original,890399.9163,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,V5 Reduced Bid,Stella Excel Bid V5,Original,794714.9163,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,Toronto Global Bids V2,2. Stella Toronto GLOBAL ONLY Production V2 1.23,Original,556087,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,Toronto Global Bids V3,Stella Toronto Production V3 1.23,Original,562068,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,Atlanta Bid,Atlanta V2 ABID,Original,822069.4163,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,LA Bid V6,Stella Excel Bid V6. ABIDxls,Original,774111.8613,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,Toronto V4  GLOBAL + US BID 1.30,2. Stella Toronto Production V3 1.23,Original,562068,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,Toronto V4 GLOBAL ONLY 1.30,2. Stella Toronto GLOBAL ONLY Production V2 1.23,Original,556087,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,ANIMALS - TORONTO BTS Costs,V1 BTS Bid - Stella Toronto - Levy,Original,10020.6,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,Atlanta Film & Video Production Costs - Jan 25 Submission,ANIMALS - V3 Film and Video Bid - Stella ATL - Levy,Original,811832,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,LA Film & Video Production Costs - Jan 25 Submission,ANIMALS - V9 Film and Video Bid - Stella LA - Levy,Original,762655,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,TORONTO Animals Bid Local DP/PD - GLOBAL US,NEW BID v5BGM STELLA GLOBAL US HLEVY LOCAL PD DP,Original,610999.58,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,TORONTO Animals Bid US DP/PD - GLOBAL US,NEW BID v4bGM STELLA GLOBAL US HLEVY US PD DP,Original,702750.88,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,TORONTO Animals Bid US DP/PD - GLOBAL,V5 Prod Ballpark Bid - Stella Toronto - Levy - Global US,Original,694257.81,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,TORONTO Animals Bid LOCAL DP/PD - GLOBAL,v3GM Stella Ballpark Bid - HL - 1 day GLOBAL,Original,599783.58,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Film & Video Production,Stella Artois Estimates FRANK + IM,SA LA with prelight no glam,Original,844520.175,firm-bid,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Audio Post,Berkeley 1,BERKELY 4 BLANK ABID TEMPLATE,Original,191478.5,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Audio Post,Berkeley Final Bid for Stella Artois,BERKELY FINAL ABID SUBMISSION,Original,135204.5,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Audio Post,Stella World's greatest Dinner V1 - final,ABID FORM GRAYSON_WGD_V1,Original,140346,firm-bid,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Audio Post,Stella World's greatest Dinner V2 - final,ABID FORM GRAYSON_WGD_V2,Original,105485.5,firm-bid,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,Original Bid,BID_Stella _LA _Original Bid,Original,14272.665,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,V5 Reduced Bid,BID_Stella _LA _Original Bid,Original,14272.665,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,Toronto Global Bids V2,6.  Stella Toronto GLOBAL ONLY Sustainability V2,Original,8646,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,Toronto Global Bids V3,6. Stella Toronto Sustainability V3,Original,8646,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,Atlanta Bid,Atlanta V2 ABID,Original,14272.665,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,LA Bid V6,Stella Excel Bid V6. ABIDxls,Original,14272.665,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,Toronto V4  GLOBAL + US BID 1.30,6. Stella Toronto Sustainability V3,Original,8646,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,Toronto V4 GLOBAL ONLY 1.30,6.  Stella Toronto GLOBAL ONLY Sustainability V2,Original,8646,firm-bid,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,ANIMALS - TORONTO Green Sustainability Costs,V3 Stills GREEN Bid - Stella TO - Levy,Original,13490.6,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,Atlanta Green Sustainability Costs - Jan 25 Submission,ANIMALS - V3 Green Sustainability Bid - Stella ATL - Levy,Original,15466,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Green Production Costs,LA Green Sustainability Costs - Jan 25 Submission,ANIMALS - V9 Green Sustainability Bid - Stella LA - Levy,Original,15466,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Still Photography Production,Toronto V4  GLOBAL + US BID 1.30,4. Stella Toronto Travel V3,Original,20801,cost-plus,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Still Photography Production,Toronto V4 GLOBAL ONLY 1.30,4. Stella Toronto GLOBAL ONLY  Travel V2,Original,20801,cost-plus,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/11/2023 16:43,"Stella Artois Global Promo Film Production ""Let's Do Dinner Promo""",NAZ,Anomoly Toronto,0,Stella Artois,n/a,Anomoly Toronto,n/a,,Still Photography Production,Atlanta Still Photography Costs - Jan 25 Submission,ANIMALS - V3 Stills Bid - Stella ATL - Levy,Original,38977,cost-plus,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
